Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 8ÔÂ 30 2018 21:47,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 4,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 45 / 3 / 48,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.196,0.206,0.242,0.197,0.203,0.241,0.197,0.2,0.207,0.428,0.316,0.179
0.192,0.214,0.257,0.229,0.208,0.225,0.186,0.242,0.2,0.335,0.174,0.323
0.237,0.259,0.3,0.241,0.235,0.271,0.265,0.261,0.174,0.413,0.2,0.199
0.194,0.233,0.227,0.269,0.232,0.229,0.332,0.279,0.225,0.468,0.542,0.14
0.186,0.272,0.22,0.267,0.288,0.318,0.259,0.304,0.279,0.508,0.195,0.262
0.242,0.289,0.335,0.282,0.32,0.372,0.296,0.282,0.272,0.574,0.522,0.591
0.267,0.38,0.293,0.305,0.358,0.283,0.234,0.301,0.306,0.253,0.187,0.185
0.228,0.355,0.212,0.273,0.19,0.229,0.191,0.205,0.226,0.372,0.138,0.39
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.156,0.16,0.197,0.157,0.161,0.192,0.156,0.157,0.162,0.305,0.226,0.138
0.152,0.175,0.215,0.194,0.173,0.191,0.148,0.202,0.158,0.226,0.128,0.292
0.195,0.217,0.243,0.186,0.193,0.208,0.185,0.216,0.14,0.297,0.164,0.141
0.156,0.198,0.185,0.234,0.194,0.193,0.205,0.248,0.195,0.369,0.451,0.106
0.149,0.228,0.175,0.226,0.24,0.273,0.221,0.263,0.243,0.384,0.134,0.185
0.187,0.197,0.252,0.235,0.215,0.188,0.245,0.238,0.226,0.422,0.336,0.475
0.231,0.323,0.25,0.254,0.295,0.238,0.197,0.254,0.251,0.21,0.132,0.138
0.184,0.29,0.172,0.224,0.152,0.191,0.159,0.163,0.178,0.278,0.109,0.36
