Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 8ÔÂ 31 2018 01:32,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 4,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 23 / 1 / 72,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.235,0.261,0.242,0.228,0.241,0.232,0.216,0.238,0.237,1.333,1.205,0.926
0.233,0.23,0.225,0.241,0.231,0.231,0.23,0.23,0.214,1.332,0.242,0.415
0.566,0.265,0.301,0.254,0.271,0.283,0.277,0.226,0.231,1.644,0.178,0.175
0.256,0.221,0.22,0.223,0.303,0.234,0.334,0.215,0.168,0.896,1.241,0.131
0.248,0.243,0.331,0.245,0.405,0.37,0.331,0.358,0.218,1.3,0.833,0.896
0.275,0.334,0.268,0.445,0.254,0.378,0.735,0.657,0.419,1.392,1.496,0.918
0.26,0.354,0.24,0.523,0.433,0.295,0.208,0.439,0.364,0.152,0.272,0.255
0.315,0.582,0.213,0.285,0.194,0.263,0.229,0.331,0.275,0.27,0.124,0.172
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.178,0.191,0.183,0.174,0.183,0.168,0.166,0.18,0.18,0.873,0.823,0.679
0.178,0.176,0.167,0.184,0.176,0.176,0.176,0.176,0.166,0.986,0.174,0.375
0.407,0.181,0.189,0.167,0.194,0.173,0.161,0.159,0.177,1.206,0.132,0.122
0.198,0.17,0.168,0.17,0.231,0.178,0.172,0.167,0.136,0.566,0.846,0.098
0.189,0.187,0.249,0.192,0.306,0.28,0.253,0.271,0.168,0.847,0.519,0.61
0.206,0.195,0.181,0.332,0.16,0.148,0.559,0.451,0.317,0.913,0.782,0.538
0.199,0.273,0.185,0.386,0.329,0.222,0.162,0.329,0.274,0.11,0.182,0.173
0.244,0.425,0.167,0.223,0.152,0.208,0.179,0.251,0.208,0.17,0.096,0.133
