Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 9ÔÂ 29 2018 00:27,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 4,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 25 / 11 / 60,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.193,0.291,0.286,0.283,0.208,0.259,0.164,0.196,0.176,0.555,0.442,0.305
0.201,0.177,0.27,0.108,0.215,0.374,0.231,0.2,0.274,0.428,0.295,0.249
0.354,0.357,0.433,0.285,0.21,0.202,0.343,0.254,0.239,0.418,0.336,0.187
0.255,0.314,0.213,0.215,0.272,0.442,0.399,0.22,0.257,0.46,0.568,0.153
0.178,0.203,0.197,0.21,0.198,0.22,0.222,0.224,0.251,0.524,0.177,0.499
0.26,0.355,0.265,0.325,0.334,0.225,0.265,0.278,0.225,0.744,1.541,0.609
0.165,0.221,0.244,0.187,0.161,0.229,0.214,0.217,0.21,0.324,0.422,0.143
0.177,0.171,0.164,0.17,0.15,0.196,0.184,0.22,0.172,0.52,0.22,0.2
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.16,0.191,0.226,0.222,0.175,0.185,0.131,0.157,0.141,0.375,0.312,0.225
0.166,0.146,0.183,0.098,0.18,0.289,0.186,0.167,0.21,0.295,0.228,0.188
0.244,0.249,0.281,0.197,0.177,0.168,0.207,0.183,0.19,0.284,0.252,0.124
0.192,0.234,0.182,0.183,0.225,0.311,0.234,0.19,0.211,0.328,0.403,0.115
0.144,0.162,0.161,0.179,0.167,0.187,0.188,0.191,0.211,0.369,0.144,0.343
0.199,0.214,0.171,0.244,0.203,0.134,0.224,0.243,0.191,0.371,0.85,0.361
0.134,0.171,0.206,0.149,0.129,0.19,0.182,0.185,0.179,0.232,0.274,0.108
0.141,0.135,0.129,0.137,0.124,0.159,0.151,0.182,0.145,0.267,0.168,0.16
