Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 5ÔÂ 19 2018 23:42,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 3,,,,,,,,,,,
Read Hour                 : 24,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 44 / 13 / 39,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.342,0.488,1.866,1.214,0.281,0.37,0.261,0.289,0.265,2.386,2.282,1.543
0.314,0.337,0.917,0.411,0.277,2.23,0.342,0.272,1.465,2.425,1.85,0.482
1.409,1.507,1.557,1.222,0.336,0.541,1.253,0.939,1.568,2.685,0.654,0.197
0.931,1.274,0.282,0.276,0.687,0.88,1.053,0.239,1.318,2.039,2.106,0.155
0.269,0.365,1.319,0.857,1.058,1.306,1.281,1.473,0.641,2.261,1.899,2.221
0.287,1.326,1.317,0.989,1.329,0.681,1.489,1.105,0.9,2.55,2.56,3.636
0.246,0.656,0.29,1.181,1.413,0.426,0.267,0.78,0.424,0.163,0.863,0.142
0.357,1.532,0.321,0.925,0.269,0.316,0.781,0.792,0.335,0.211,0.124,0.162
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.251,0.244,0.886,0.741,0.209,0.211,0.196,0.209,0.199,1.418,1.348,1.212
0.232,0.247,0.459,0.258,0.207,1.239,0.223,0.202,0.737,1.553,1.184,0.278
0.846,0.936,0.928,0.617,0.203,0.2,0.611,0.453,0.911,1.776,0.276,0.107
0.509,0.83,0.21,0.205,0.345,0.474,0.427,0.182,0.703,1.147,1.191,0.113
0.204,0.241,0.791,0.474,0.586,0.767,0.738,1.037,0.342,1.321,1.183,1.261
0.213,0.612,0.638,0.62,0.581,0.18,0.822,0.633,0.464,1.434,1.626,2.044
0.185,0.483,0.217,0.654,0.798,0.301,0.204,0.336,0.31,0.116,0.271,0.106
0.264,0.909,0.197,0.619,0.194,0.228,0.5,0.453,0.226,0.111,0.117,0.145
