Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 5ÔÂ 19 2018 23:39,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 24,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 47 / 8 / 41,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.357,0.546,1.918,1.24,0.306,0.465,0.33,0.335,0.307,2.36,2.461,1.924
0.332,0.321,1.041,0.391,0.283,2.302,0.468,0.29,1.798,2.232,2.006,0.474
1.1,1.187,1.492,1.118,0.349,0.589,1.602,1.143,1.661,2.665,0.656,0.188
1.12,1.189,0.284,0.267,0.645,0.829,1.055,0.235,1.162,2.249,2.228,0.148
0.25,0.388,1.312,1.025,1.359,1.244,1.536,1.211,0.648,2.385,2.075,2.311
0.297,1.318,1.264,1.066,1.342,0.724,1.513,1.115,0.877,2.682,2.461,3.653
0.309,0.623,0.307,1.422,1.236,0.459,0.283,0.85,0.552,0.143,0.412,0.123
0.421,1.4,0.267,0.919,0.256,0.413,1.279,0.79,0.466,0.086,0.122,0.136
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.266,0.282,0.93,0.771,0.226,0.271,0.244,0.235,0.228,1.42,1.542,1.389
0.249,0.236,0.542,0.255,0.212,1.303,0.28,0.216,0.993,1.362,1.284,0.27
0.585,0.736,0.867,0.507,0.211,0.209,0.855,0.634,0.946,1.734,0.279,0.104
0.627,0.781,0.21,0.199,0.352,0.444,0.427,0.182,0.641,1.347,1.298,0.108
0.188,0.25,0.643,0.526,0.77,0.723,0.93,0.745,0.34,1.41,1.284,1.352
0.219,0.607,0.657,0.623,0.605,0.191,0.842,0.637,0.438,1.532,1.552,2.074
0.228,0.428,0.229,0.843,0.648,0.314,0.214,0.433,0.403,0.103,0.134,0.094
0.234,0.749,0.171,0.624,0.181,0.271,0.902,0.471,0.289,0.079,0.115,0.123
