Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 5ÔÂ 19 2018 19:07,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 3,,,,,,,,,,,
Read Hour                 : 24,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 40 / 14 / 42,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.331,0.483,1.775,1.035,0.283,0.377,0.26,0.291,0.258,2.268,2.189,0.769
0.302,0.307,0.681,0.376,0.275,2.393,0.33,0.269,1.542,2.35,1.27,0.407
1.34,1.389,1.315,0.92,0.329,0.503,1.263,0.718,1.208,2.559,0.55,0.185
0.761,1.156,0.272,0.271,0.671,0.884,1.003,0.239,1.048,1.789,1.99,0.139
0.265,0.333,1.266,0.683,0.958,1.205,1.132,1.163,0.543,2.133,1.792,2.071
0.287,1.286,1.225,0.986,1.269,0.66,1.293,1.048,0.858,2.408,2.452,3.53
0.289,0.573,0.288,1.128,1.339,0.422,0.272,0.653,0.421,0.16,0.847,0.141
0.35,1.475,0.299,0.693,0.237,0.314,0.678,0.722,0.313,0.203,0.131,0.146
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.243,0.239,0.829,0.657,0.211,0.216,0.196,0.211,0.194,1.316,1.291,0.587
0.224,0.227,0.344,0.253,0.205,1.447,0.218,0.201,0.972,1.51,0.766,0.262
0.863,0.894,0.773,0.444,0.198,0.198,0.682,0.339,0.743,1.695,0.265,0.106
0.447,0.789,0.203,0.201,0.392,0.478,0.428,0.182,0.599,0.944,1.097,0.103
0.201,0.233,0.819,0.405,0.587,0.761,0.687,0.778,0.317,1.215,1.103,1.199
0.213,0.624,0.664,0.618,0.595,0.18,0.806,0.631,0.484,1.318,1.526,1.959
0.218,0.418,0.215,0.676,0.827,0.299,0.209,0.324,0.308,0.116,0.265,0.106
0.27,0.977,0.201,0.492,0.173,0.227,0.454,0.432,0.226,0.111,0.122,0.131
