Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 9ÔÂ 28 2018 20:12,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 4,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 8 / 19 / 69,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.205,0.221,0.208,0.221,0.213,0.237,0.2,0.217,0.204,0.363,0.317,0.196
0.211,0.204,0.218,0.129,0.216,0.246,0.251,0.226,0.242,0.279,0.166,0.18
0.228,0.242,0.259,0.245,0.228,0.226,0.262,0.233,0.218,0.297,0.25,0.17
0.233,0.243,0.235,0.24,0.264,0.272,0.246,0.238,0.246,0.343,0.397,0.178
0.228,0.246,0.226,0.238,0.249,0.252,0.227,0.237,0.254,0.376,0.186,0.328
0.316,0.284,0.253,0.284,0.297,0.27,0.263,0.292,0.241,0.399,0.515,0.418
0.23,0.246,0.24,0.239,0.232,0.249,0.236,0.242,0.239,0.288,0.245,0.171
0.234,0.227,0.227,0.236,0.215,0.255,0.226,0.238,0.211,0.39,0.179,0.176
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.176,0.187,0.18,0.188,0.183,0.192,0.172,0.185,0.176,0.278,0.251,0.158
0.183,0.176,0.183,0.12,0.186,0.209,0.213,0.198,0.208,0.217,0.134,0.149
0.192,0.201,0.21,0.2,0.198,0.198,0.214,0.201,0.194,0.239,0.211,0.145
0.2,0.21,0.209,0.211,0.233,0.236,0.195,0.213,0.215,0.274,0.317,0.148
0.2,0.218,0.202,0.212,0.222,0.223,0.201,0.208,0.223,0.299,0.16,0.253
0.262,0.222,0.218,0.245,0.228,0.202,0.23,0.261,0.213,0.305,0.333,0.274
0.205,0.214,0.211,0.209,0.206,0.218,0.21,0.215,0.214,0.246,0.204,0.142
0.205,0.198,0.199,0.211,0.195,0.227,0.2,0.208,0.19,0.309,0.151,0.143
