Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 8ÔÂ 30 2018 21:42,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 4,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 19 / 0 / 77,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.201,0.235,0.212,0.203,0.215,0.213,0.19,0.204,0.21,0.576,0.431,0.218
0.205,0.213,0.214,0.261,0.245,0.238,0.216,0.221,0.198,0.439,0.177,1.096
0.242,0.229,0.268,0.255,0.23,0.248,0.271,0.22,0.202,0.517,0.151,0.163
0.225,0.242,0.249,0.229,0.248,0.233,0.305,0.214,0.163,0.389,0.318,0.13
0.221,0.269,0.239,0.238,0.269,0.255,0.255,0.257,0.213,0.561,0.228,0.259
0.258,0.316,0.227,0.277,0.234,0.344,0.326,0.273,0.23,0.523,0.531,0.345
0.223,0.294,0.252,0.283,0.346,0.231,0.196,0.266,0.266,0.193,0.552,0.175
0.226,0.276,0.186,0.217,0.176,0.238,0.169,0.2,0.219,0.245,0.121,0.153
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.158,0.18,0.166,0.159,0.167,0.162,0.15,0.159,0.163,0.413,0.311,0.167
0.16,0.167,0.166,0.208,0.201,0.191,0.173,0.18,0.16,0.314,0.133,1.076
0.187,0.18,0.196,0.186,0.173,0.173,0.179,0.167,0.159,0.375,0.114,0.124
0.178,0.197,0.201,0.187,0.201,0.188,0.183,0.177,0.135,0.295,0.236,0.098
0.172,0.215,0.193,0.198,0.218,0.209,0.212,0.214,0.173,0.413,0.155,0.182
0.197,0.224,0.182,0.227,0.166,0.172,0.264,0.223,0.184,0.379,0.326,0.224
0.176,0.235,0.206,0.232,0.282,0.189,0.161,0.218,0.208,0.155,0.508,0.128
0.179,0.214,0.148,0.172,0.141,0.194,0.143,0.159,0.172,0.174,0.095,0.121
,,,,,,,,,,,
Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 8ÔÂ 30 2018 21:42,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 4,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 20 / 26 / 50,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.201,0.239,0.215,0.203,0.216,0.214,0.192,0.206,0.21,0.578,0.437,0.216
0.206,0.213,0.218,0.266,0.252,0.244,0.22,0.226,0.203,0.445,0.178,1.131
0.242,0.235,0.277,0.267,0.238,0.253,0.277,0.224,0.203,0.526,0.153,0.164
0.226,0.251,0.259,0.235,0.255,0.241,0.311,0.218,0.164,0.398,0.326,0.13
0.223,0.277,0.248,0.245,0.276,0.26,0.265,0.265,0.219,0.574,0.23,0.261
0.258,0.324,0.23,0.284,0.24,0.35,0.333,0.281,0.233,0.53,0.538,0.347
0.225,0.296,0.259,0.291,0.353,0.237,0.2,0.274,0.27,0.229,0.584,0.177
0.225,0.277,0.183,0.217,0.176,0.239,0.169,0.2,0.219,0.249,0.121,0.154
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.157,0.183,0.168,0.16,0.168,0.162,0.151,0.161,0.163,0.415,0.315,0.166
0.161,0.168,0.17,0.212,0.209,0.197,0.177,0.185,0.164,0.319,0.134,1.112
0.187,0.187,0.204,0.197,0.179,0.177,0.185,0.172,0.16,0.384,0.117,0.125
0.179,0.205,0.21,0.193,0.208,0.195,0.189,0.181,0.136,0.303,0.244,0.098
0.173,0.223,0.202,0.205,0.224,0.214,0.223,0.221,0.18,0.425,0.157,0.183
0.196,0.232,0.184,0.234,0.171,0.177,0.27,0.23,0.187,0.386,0.332,0.225
0.177,0.238,0.215,0.239,0.289,0.194,0.165,0.225,0.212,0.192,0.541,0.129
0.179,0.215,0.146,0.172,0.141,0.195,0.143,0.159,0.172,0.177,0.095,0.121
